"title","summary","sector","stage","targetAmount","currency","problem_statement","problem_targetMarket","problem_marketSize","solution_description","solution_uniqueValue","solution_competitiveAdvantage","businessModel_revenueStreams","businessModel_pricingStrategy","businessModel_customerAcquisition","financials_currentRevenue","financials_projectedRevenue","financials_burnRate","financials_runway","status"
"AquaLogic Global","Improves manufacturing efficiency by 49% for over 31,964 businesses in Global","technology","idea","3824240","USD","Hospitals in global markets spend 52% more on logistics due to fragmented procurement systems, wasting $7.3B yearly","smallholder farmers in global markets","$7.0B addressable market in Global and neighboring regions","AI-powered analytics platform with automated reporting and mobile dashboards","5x cheaper than regional competitors with 1 patents filed","Exclusive partnership with Global industry associations and 3-year data advantage","$73/month SaaS subscription plus 1.9% transaction fee","$176 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 4 signed enterprise LOIs","$31,000 MRR","$6.5M ARR by Year 5","$82,000/month","12 months","approved"
"SmartGrid Nigeria","Improves supply chain efficiency by 68% for over 9,813 businesses in Nigeria","healthcare","mvp","2989227","USD","63% of produce in Nigeria spoils before reaching market, costing suppliers $6.4B annually","SMEs in Lagos","$15.1B addressable market in Nigeria and neighboring regions","Blockchain-backed verification engine for secure cross-border transactions","4x cheaper than regional competitors with 4 patents filed","Exclusive partnership with Nigeria industry associations and 4-year data advantage","$52/month SaaS subscription plus 1.2% transaction fee","$79 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 7 signed enterprise LOIs","$103,000 ARR","$16.1M ARR by Year 4","$116,000/month","17 months","approved"
"HealthTrack Nigeria","Improves agriculture efficiency by 32% for over 64,148 businesses in Nigeria","fintech","early-revenue","10299396","USD","Hospitals in Lagos spend 35% more on logistics due to fragmented procurement systems, wasting $1.4B yearly","manufacturing firms in Lagos","$17.6B addressable market in Nigeria and neighboring regions","AI-powered analytics platform with automated reporting and mobile dashboards","4x cheaper than regional competitors with 5 patents filed","Exclusive partnership with Nigeria industry associations and 4-year data advantage","$182/month SaaS subscription plus 1.1% transaction fee","$527 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 12 signed enterprise LOIs","$119,000 ARR","$2.6M ARR by Year 2","$77,000/month","19 months","approved"
"RetailSync Uganda","Improves agriculture efficiency by 51% for over 40,112 businesses in Uganda","education","scaling","4607439","USD","47% of SMEs in Uganda lack access to affordable financing, leaving a $9.1B funding gap","SMEs in Kampala","$12.1B addressable market in Uganda and neighboring regions","Blockchain-backed verification engine for secure cross-border transactions","5x cheaper than regional competitors with 1 patents filed","Exclusive partnership with Uganda industry associations and 1-year data advantage","$120/month SaaS subscription plus 1.4% transaction fee","$441 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 13 signed enterprise LOIs","$47,000 MRR","$5.6M ARR by Year 3","$30,000/month","12 months","approved"
"NanoHub South Africa","Improves manufacturing efficiency by 68% for over 26,495 businesses in South Africa","agriculture","idea","16525911","USD","33% of produce in South Africa spoils before reaching market, costing suppliers $4.1B annually","manufacturing firms in Cape Town","$8.4B addressable market in South Africa and neighboring regions","AI-powered analytics platform with automated reporting and mobile dashboards","3x cheaper than regional competitors with 3 patents filed","Exclusive partnership with South Africa industry associations and 1-year data advantage","$59/month SaaS subscription plus 2.1% transaction fee","$340 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 8 signed enterprise LOIs","$0 pre-revenue","$7.9M ARR by Year 5","$107,000/month","10 months","approved"
"EduSense Tanzania","Improves agriculture efficiency by 51% for over 41,125 businesses in Tanzania","energy","mvp","18046458","USD","Hospitals in Dar es Salaam spend 35% more on logistics due to fragmented procurement systems, wasting $7.7B yearly","retail distributors in Dar es Salaam","$16.1B addressable market in Tanzania and neighboring regions","AI-powered analytics platform with automated reporting and mobile dashboards","5x cheaper than regional competitors with 7 patents filed","Exclusive partnership with Tanzania industry associations and 3-year data advantage","$128/month SaaS subscription plus 2.3% transaction fee","$782 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 4 signed enterprise LOIs","$10,000 MRR","$12.0M ARR by Year 4","$17,000/month","16 months","approved"
"GridSense Tanzania","Improves retail efficiency by 59% for over 52,819 businesses in Tanzania","real_estate","early-revenue","13387533","USD","60% of SMEs in Tanzania lack access to affordable financing, leaving a $1.4B funding gap","manufacturing firms in Dar es Salaam","$19.3B addressable market in Tanzania and neighboring regions","Cloud-based workflow automation suite integrated with regional payment rails","2x cheaper than regional competitors with 1 patents filed","Exclusive partnership with Tanzania industry associations and 3-year data advantage","$190/month SaaS subscription plus 3.5% transaction fee","$571 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 15 signed enterprise LOIs","$70,000 MRR","$7.0M ARR by Year 5","$118,000/month","17 months","approved"
"AgriGrid South Africa","Improves supply chain efficiency by 49% for over 37,318 businesses in South Africa","manufacturing","scaling","13029274","USD","22% of supply chain operations in South Africa remain manual, causing $1.4B in annual losses","manufacturing firms in Cape Town","$17.3B addressable market in South Africa and neighboring regions","Cloud-based workflow automation suite integrated with regional payment rails","2x cheaper than regional competitors with 5 patents filed","Exclusive partnership with South Africa industry associations and 2-year data advantage","$152/month SaaS subscription plus 4.6% transaction fee","$569 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 8 signed enterprise LOIs","$122,000 ARR","$8.4M ARR by Year 2","$26,000/month","21 months","approved"
"SolarLabs Nigeria","Improves supply chain efficiency by 38% for over 23,860 businesses in Nigeria","retail","idea","8183060","USD","57% of supply chain operations in Nigeria remain manual, causing $4.2B in annual losses","retail distributors in Lagos","$3.5B addressable market in Nigeria and neighboring regions","IoT-enabled monitoring system with SMS alerts and predictive maintenance","5x cheaper than regional competitors with 6 patents filed","Exclusive partnership with Nigeria industry associations and 2-year data advantage","$87/month SaaS subscription plus 1.6% transaction fee","$890 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 13 signed enterprise LOIs","$21,000 MRR","$19.9M ARR by Year 4","$67,000/month","10 months","approved"
"ChainHub Ethiopia","Improves supply chain efficiency by 38% for over 55,516 businesses in Ethiopia","other","mvp","3860559","USD","Hospitals in Addis Ababa spend 24% more on logistics due to fragmented procurement systems, wasting $3.3B yearly","urban hospitals in Addis Ababa","$17.7B addressable market in Ethiopia and neighboring regions","Cloud-based workflow automation suite integrated with regional payment rails","4x cheaper than regional competitors with 6 patents filed","Exclusive partnership with Ethiopia industry associations and 1-year data advantage","$59/month SaaS subscription plus 4.2% transaction fee","$314 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 14 signed enterprise LOIs","$62,000 ARR","$1.8M ARR by Year 3","$113,000/month","13 months","approved"
"SolarPro Nigeria","Improves healthcare efficiency by 43% for over 11,435 businesses in Nigeria","technology","early-revenue","5206365","USD","55% of SMEs in Nigeria lack access to affordable financing, leaving a $2.9B funding gap","smallholder farmers in Lagos","$7.1B addressable market in Nigeria and neighboring regions","AI-powered analytics platform with automated reporting and mobile dashboards","2x cheaper than regional competitors with 3 patents filed","Exclusive partnership with Nigeria industry associations and 2-year data advantage","$196/month SaaS subscription plus 4.5% transaction fee","$326 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 5 signed enterprise LOIs","$72,000 MRR","$12.3M ARR by Year 2","$45,000/month","9 months","approved"
"HealthGrid Global","Improves agriculture efficiency by 53% for over 7,642 businesses in Global","healthcare","scaling","7209615","USD","Hospitals in global markets spend 21% more on logistics due to fragmented procurement systems, wasting $7.9B yearly","SMEs in global markets","$3.6B addressable market in Global and neighboring regions","AI-powered analytics platform with automated reporting and mobile dashboards","3x cheaper than regional competitors with 5 patents filed","Exclusive partnership with Global industry associations and 1-year data advantage","$66/month SaaS subscription plus 2.9% transaction fee","$495 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 4 signed enterprise LOIs","$0 pre-revenue","$14.6M ARR by Year 4","$80,000/month","18 months","approved"
"BuildGrid Nigeria","Improves agriculture efficiency by 59% for over 60,543 businesses in Nigeria","fintech","idea","16725765","USD","48% of produce in Nigeria spoils before reaching market, costing suppliers $4.4B annually","retail distributors in Lagos","$17.2B addressable market in Nigeria and neighboring regions","IoT-enabled monitoring system with SMS alerts and predictive maintenance","2x cheaper than regional competitors with 5 patents filed","Exclusive partnership with Nigeria industry associations and 2-year data advantage","$100/month SaaS subscription plus 2.3% transaction fee","$315 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 4 signed enterprise LOIs","$0 pre-revenue","$14.3M ARR by Year 3","$86,000/month","14 months","approved"
"NanoHub Ethiopia","Improves supply chain efficiency by 48% for over 42,923 businesses in Ethiopia","education","mvp","12891782","USD","69% of produce in Ethiopia spoils before reaching market, costing suppliers $7.8B annually","manufacturing firms in Addis Ababa","$8.8B addressable market in Ethiopia and neighboring regions","Blockchain-backed verification engine for secure cross-border transactions","3x cheaper than regional competitors with 3 patents filed","Exclusive partnership with Ethiopia industry associations and 3-year data advantage","$176/month SaaS subscription plus 4.5% transaction fee","$563 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 6 signed enterprise LOIs","$0 pre-revenue","$5.7M ARR by Year 5","$90,000/month","9 months","approved"
"HealthLink Kenya","Improves supply chain efficiency by 48% for over 19,752 businesses in Kenya","agriculture","early-revenue","7837108","USD","41% of SMEs in Kenya lack access to affordable financing, leaving a $1.1B funding gap","retail distributors in Nairobi","$10.9B addressable market in Kenya and neighboring regions","AI-powered analytics platform with automated reporting and mobile dashboards","5x cheaper than regional competitors with 4 patents filed","Exclusive partnership with Kenya industry associations and 2-year data advantage","$145/month SaaS subscription plus 1.6% transaction fee","$339 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 15 signed enterprise LOIs","$28,000 ARR","$18.4M ARR by Year 5","$77,000/month","12 months","approved"
"ColdHub Nigeria","Improves supply chain efficiency by 42% for over 33,993 businesses in Nigeria","energy","scaling","13286549","USD","34% of supply chain operations in Nigeria remain manual, causing $1.0B in annual losses","manufacturing firms in Lagos","$8.2B addressable market in Nigeria and neighboring regions","AI-powered analytics platform with automated reporting and mobile dashboards","5x cheaper than regional competitors with 5 patents filed","Exclusive partnership with Nigeria industry associations and 3-year data advantage","$109/month SaaS subscription plus 4.5% transaction fee","$797 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 5 signed enterprise LOIs","$0 pre-revenue","$16.0M ARR by Year 4","$26,000/month","20 months","approved"
"SecureCloud Egypt","Improves agriculture efficiency by 61% for over 81,094 businesses in Egypt","real_estate","idea","17960719","USD","70% of SMEs in Egypt lack access to affordable financing, leaving a $5.4B funding gap","urban hospitals in Cairo","$15.2B addressable market in Egypt and neighboring regions","Blockchain-backed verification engine for secure cross-border transactions","3x cheaper than regional competitors with 6 patents filed","Exclusive partnership with Egypt industry associations and 1-year data advantage","$116/month SaaS subscription plus 3.9% transaction fee","$219 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 10 signed enterprise LOIs","$24,000 MRR","$17.8M ARR by Year 3","$18,000/month","15 months","approved"
"SolarPro Nigeria","Improves agriculture efficiency by 47% for over 76,476 businesses in Nigeria","manufacturing","mvp","16892612","USD","36% of SMEs in Nigeria lack access to affordable financing, leaving a $6.0B funding gap","SMEs in Lagos","$7.0B addressable market in Nigeria and neighboring regions","Cloud-based workflow automation suite integrated with regional payment rails","3x cheaper than regional competitors with 1 patents filed","Exclusive partnership with Nigeria industry associations and 2-year data advantage","$163/month SaaS subscription plus 3.7% transaction fee","$639 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 3 signed enterprise LOIs","$27,000 ARR","$20.5M ARR by Year 5","$45,000/month","22 months","approved"
"EduCloud Nigeria","Improves supply chain efficiency by 56% for over 38,959 businesses in Nigeria","retail","early-revenue","18117279","USD","70% of SMEs in Nigeria lack access to affordable financing, leaving a $5.7B funding gap","retail distributors in Lagos","$12.2B addressable market in Nigeria and neighboring regions","Blockchain-backed verification engine for secure cross-border transactions","5x cheaper than regional competitors with 2 patents filed","Exclusive partnership with Nigeria industry associations and 2-year data advantage","$117/month SaaS subscription plus 3.1% transaction fee","$682 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 14 signed enterprise LOIs","$0 pre-revenue","$15.2M ARR by Year 3","$91,000/month","16 months","approved"
"PayChain Ethiopia","Improves manufacturing efficiency by 43% for over 33,093 businesses in Ethiopia","other","scaling","4460351","USD","44% of SMEs in Ethiopia lack access to affordable financing, leaving a $3.0B funding gap","SMEs in Addis Ababa","$14.3B addressable market in Ethiopia and neighboring regions","Cloud-based workflow automation suite integrated with regional payment rails","2x cheaper than regional competitors with 2 patents filed","Exclusive partnership with Ethiopia industry associations and 4-year data advantage","$164/month SaaS subscription plus 4.1% transaction fee","$184 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 4 signed enterprise LOIs","$35,000 MRR","$8.0M ARR by Year 4","$33,000/month","15 months","approved"
"SecureCloud Nigeria","Improves healthcare efficiency by 53% for over 31,773 businesses in Nigeria","technology","idea","13698169","USD","62% of healthcare operations in Nigeria remain manual, causing $7.6B in annual losses","urban hospitals in Lagos","$11.7B addressable market in Nigeria and neighboring regions","Cloud-based workflow automation suite integrated with regional payment rails","4x cheaper than regional competitors with 6 patents filed","Exclusive partnership with Nigeria industry associations and 4-year data advantage","$113/month SaaS subscription plus 2.5% transaction fee","$943 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 3 signed enterprise LOIs","$39,000 ARR","$16.9M ARR by Year 3","$118,000/month","13 months","approved"
"BuildChain South Africa","Improves retail efficiency by 36% for over 24,340 businesses in South Africa","healthcare","mvp","16956928","USD","61% of SMEs in South Africa lack access to affordable financing, leaving a $9.2B funding gap","smallholder farmers in Cape Town","$4.9B addressable market in South Africa and neighboring regions","Blockchain-backed verification engine for secure cross-border transactions","5x cheaper than regional competitors with 3 patents filed","Exclusive partnership with South Africa industry associations and 3-year data advantage","$195/month SaaS subscription plus 4.1% transaction fee","$968 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 2 signed enterprise LOIs","$0 pre-revenue","$6.5M ARR by Year 2","$74,000/month","12 months","approved"
"FinSense Tanzania","Improves healthcare efficiency by 34% for over 39,118 businesses in Tanzania","fintech","early-revenue","8429631","USD","41% of healthcare operations in Tanzania remain manual, causing $9.4B in annual losses","manufacturing firms in Dar es Salaam","$17.7B addressable market in Tanzania and neighboring regions","Blockchain-backed verification engine for secure cross-border transactions","2x cheaper than regional competitors with 4 patents filed","Exclusive partnership with Tanzania industry associations and 3-year data advantage","$66/month SaaS subscription plus 2.1% transaction fee","$157 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 9 signed enterprise LOIs","$0 pre-revenue","$14.1M ARR by Year 4","$79,000/month","21 months","approved"
"EduFlow Tanzania","Improves healthcare efficiency by 61% for over 65,523 businesses in Tanzania","education","scaling","11088437","USD","48% of produce in Tanzania spoils before reaching market, costing suppliers $1.8B annually","SMEs in Dar es Salaam","$2.6B addressable market in Tanzania and neighboring regions","AI-powered analytics platform with automated reporting and mobile dashboards","2x cheaper than regional competitors with 5 patents filed","Exclusive partnership with Tanzania industry associations and 2-year data advantage","$177/month SaaS subscription plus 2.1% transaction fee","$950 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 15 signed enterprise LOIs","$21,000 MRR","$15.0M ARR by Year 2","$73,000/month","17 months","approved"
"DataPro Ethiopia","Improves retail efficiency by 36% for over 76,524 businesses in Ethiopia","agriculture","idea","11479350","USD","53% of retail operations in Ethiopia remain manual, causing $9.4B in annual losses","urban hospitals in Addis Ababa","$5.9B addressable market in Ethiopia and neighboring regions","AI-powered analytics platform with automated reporting and mobile dashboards","4x cheaper than regional competitors with 6 patents filed","Exclusive partnership with Ethiopia industry associations and 3-year data advantage","$82/month SaaS subscription plus 4.6% transaction fee","$348 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 12 signed enterprise LOIs","$19,000 MRR","$16.2M ARR by Year 3","$41,000/month","22 months","approved"
"AquaSync Kenya","Improves agriculture efficiency by 53% for over 17,483 businesses in Kenya","energy","mvp","4605185","USD","49% of agriculture operations in Kenya remain manual, causing $3.5B in annual losses","manufacturing firms in Nairobi","$19.5B addressable market in Kenya and neighboring regions","AI-powered analytics platform with automated reporting and mobile dashboards","5x cheaper than regional competitors with 7 patents filed","Exclusive partnership with Kenya industry associations and 2-year data advantage","$164/month SaaS subscription plus 2.2% transaction fee","$787 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 14 signed enterprise LOIs","$14,000 ARR","$7.0M ARR by Year 4","$114,000/month","17 months","approved"
"MediLogic Tanzania","Improves supply chain efficiency by 33% for over 78,340 businesses in Tanzania","real_estate","early-revenue","5360644","USD","51% of SMEs in Tanzania lack access to affordable financing, leaving a $6.0B funding gap","manufacturing firms in Dar es Salaam","$4.7B addressable market in Tanzania and neighboring regions","Blockchain-backed verification engine for secure cross-border transactions","2x cheaper than regional competitors with 3 patents filed","Exclusive partnership with Tanzania industry associations and 2-year data advantage","$31/month SaaS subscription plus 5.0% transaction fee","$628 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 8 signed enterprise LOIs","$9,000 MRR","$10.0M ARR by Year 4","$20,000/month","14 months","approved"
"RetailChain Nigeria","Improves supply chain efficiency by 40% for over 19,764 businesses in Nigeria","manufacturing","scaling","10740629","USD","46% of supply chain operations in Nigeria remain manual, causing $5.1B in annual losses","smallholder farmers in Lagos","$6.9B addressable market in Nigeria and neighboring regions","AI-powered analytics platform with automated reporting and mobile dashboards","5x cheaper than regional competitors with 2 patents filed","Exclusive partnership with Nigeria industry associations and 4-year data advantage","$124/month SaaS subscription plus 4.4% transaction fee","$681 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 4 signed enterprise LOIs","$22,000 ARR","$4.9M ARR by Year 4","$17,000/month","23 months","approved"
"TrackSense Nigeria","Improves supply chain efficiency by 49% for over 87,926 businesses in Nigeria","retail","idea","8417262","USD","56% of produce in Nigeria spoils before reaching market, costing suppliers $8.7B annually","urban hospitals in Lagos","$1.5B addressable market in Nigeria and neighboring regions","Cloud-based workflow automation suite integrated with regional payment rails","2x cheaper than regional competitors with 4 patents filed","Exclusive partnership with Nigeria industry associations and 1-year data advantage","$131/month SaaS subscription plus 4.5% transaction fee","$960 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 13 signed enterprise LOIs","$49,000 MRR","$20.5M ARR by Year 5","$91,000/month","20 months","approved"
"AquaGrid Kenya","Improves supply chain efficiency by 69% for over 53,607 businesses in Kenya","other","mvp","16980800","USD","49% of SMEs in Kenya lack access to affordable financing, leaving a $7.5B funding gap","manufacturing firms in Nairobi","$14.6B addressable market in Kenya and neighboring regions","IoT-enabled monitoring system with SMS alerts and predictive maintenance","5x cheaper than regional competitors with 1 patents filed","Exclusive partnership with Kenya industry associations and 4-year data advantage","$60/month SaaS subscription plus 1.6% transaction fee","$273 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 4 signed enterprise LOIs","$55,000 MRR","$7.9M ARR by Year 2","$63,000/month","13 months","approved"
"ChainSense Egypt","Improves healthcare efficiency by 37% for over 45,575 businesses in Egypt","technology","early-revenue","573814","USD","Hospitals in Cairo spend 49% more on logistics due to fragmented procurement systems, wasting $9.6B yearly","urban hospitals in Cairo","$18.8B addressable market in Egypt and neighboring regions","Blockchain-backed verification engine for secure cross-border transactions","5x cheaper than regional competitors with 2 patents filed","Exclusive partnership with Egypt industry associations and 3-year data advantage","$109/month SaaS subscription plus 4.5% transaction fee","$55 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 13 signed enterprise LOIs","$0 pre-revenue","$18.8M ARR by Year 4","$52,000/month","22 months","approved"
"BuildLabs Egypt","Improves healthcare efficiency by 46% for over 12,516 businesses in Egypt","healthcare","scaling","8764180","USD","23% of produce in Egypt spoils before reaching market, costing suppliers $8.0B annually","retail distributors in Cairo","$4.8B addressable market in Egypt and neighboring regions","AI-powered analytics platform with automated reporting and mobile dashboards","4x cheaper than regional competitors with 6 patents filed","Exclusive partnership with Egypt industry associations and 1-year data advantage","$68/month SaaS subscription plus 3.3% transaction fee","$460 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 10 signed enterprise LOIs","$0 pre-revenue","$3.7M ARR by Year 2","$96,000/month","23 months","approved"
"NanoSense Kenya","Improves healthcare efficiency by 49% for over 37,496 businesses in Kenya","fintech","idea","7977750","USD","Hospitals in Nairobi spend 57% more on logistics due to fragmented procurement systems, wasting $1.5B yearly","smallholder farmers in Nairobi","$7.1B addressable market in Kenya and neighboring regions","Blockchain-backed verification engine for secure cross-border transactions","2x cheaper than regional competitors with 3 patents filed","Exclusive partnership with Kenya industry associations and 2-year data advantage","$173/month SaaS subscription plus 4.3% transaction fee","$432 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 10 signed enterprise LOIs","$0 pre-revenue","$2.1M ARR by Year 5","$58,000/month","20 months","approved"
"SecureSense Nigeria","Improves retail efficiency by 46% for over 28,031 businesses in Nigeria","education","mvp","18065035","USD","48% of SMEs in Nigeria lack access to affordable financing, leaving a $5.3B funding gap","SMEs in Lagos","$6.2B addressable market in Nigeria and neighboring regions","Blockchain-backed verification engine for secure cross-border transactions","4x cheaper than regional competitors with 4 patents filed","Exclusive partnership with Nigeria industry associations and 1-year data advantage","$136/month SaaS subscription plus 4.0% transaction fee","$830 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 7 signed enterprise LOIs","$0 pre-revenue","$11.1M ARR by Year 2","$99,000/month","13 months","approved"
"PayHub Nigeria","Improves manufacturing efficiency by 31% for over 78,962 businesses in Nigeria","agriculture","early-revenue","1668571","USD","62% of SMEs in Nigeria lack access to affordable financing, leaving a $7.7B funding gap","SMEs in Lagos","$2.2B addressable market in Nigeria and neighboring regions","Cloud-based workflow automation suite integrated with regional payment rails","4x cheaper than regional competitors with 4 patents filed","Exclusive partnership with Nigeria industry associations and 1-year data advantage","$136/month SaaS subscription plus 3.8% transaction fee","$475 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 8 signed enterprise LOIs","$77,000 MRR","$18.8M ARR by Year 3","$85,000/month","23 months","approved"
"HealthSync Tanzania","Improves supply chain efficiency by 55% for over 64,447 businesses in Tanzania","energy","scaling","11788077","USD","69% of supply chain operations in Tanzania remain manual, causing $2.6B in annual losses","smallholder farmers in Dar es Salaam","$18.0B addressable market in Tanzania and neighboring regions","Blockchain-backed verification engine for secure cross-border transactions","2x cheaper than regional competitors with 5 patents filed","Exclusive partnership with Tanzania industry associations and 3-year data advantage","$136/month SaaS subscription plus 3.9% transaction fee","$415 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 6 signed enterprise LOIs","$44,000 MRR","$16.9M ARR by Year 4","$18,000/month","18 months","approved"
"HealthLabs Tanzania","Improves retail efficiency by 34% for over 24,518 businesses in Tanzania","real_estate","idea","3363836","USD","23% of produce in Tanzania spoils before reaching market, costing suppliers $4.1B annually","urban hospitals in Dar es Salaam","$20.0B addressable market in Tanzania and neighboring regions","IoT-enabled monitoring system with SMS alerts and predictive maintenance","3x cheaper than regional competitors with 3 patents filed","Exclusive partnership with Tanzania industry associations and 4-year data advantage","$155/month SaaS subscription plus 1.8% transaction fee","$791 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 5 signed enterprise LOIs","$46,000 MRR","$2.1M ARR by Year 4","$97,000/month","15 months","approved"
"AgriLogic Uganda","Improves agriculture efficiency by 27% for over 46,507 businesses in Uganda","manufacturing","mvp","5225297","USD","27% of SMEs in Uganda lack access to affordable financing, leaving a $9.0B funding gap","retail distributors in Kampala","$16.9B addressable market in Uganda and neighboring regions","Blockchain-backed verification engine for secure cross-border transactions","2x cheaper than regional competitors with 3 patents filed","Exclusive partnership with Uganda industry associations and 3-year data advantage","$126/month SaaS subscription plus 4.9% transaction fee","$190 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 3 signed enterprise LOIs","$33,000 ARR","$10.9M ARR by Year 5","$100,000/month","17 months","approved"
"NanoPro South Africa","Improves healthcare efficiency by 50% for over 24,857 businesses in South Africa","retail","early-revenue","11441658","USD","48% of SMEs in South Africa lack access to affordable financing, leaving a $9.3B funding gap","urban hospitals in Cape Town","$17.2B addressable market in South Africa and neighboring regions","IoT-enabled monitoring system with SMS alerts and predictive maintenance","4x cheaper than regional competitors with 3 patents filed","Exclusive partnership with South Africa industry associations and 4-year data advantage","$83/month SaaS subscription plus 1.3% transaction fee","$159 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 2 signed enterprise LOIs","$30,000 MRR","$18.1M ARR by Year 2","$47,000/month","21 months","approved"
"FinPro Tanzania","Improves agriculture efficiency by 43% for over 11,400 businesses in Tanzania","other","scaling","18259382","USD","60% of produce in Tanzania spoils before reaching market, costing suppliers $4.5B annually","SMEs in Dar es Salaam","$19.5B addressable market in Tanzania and neighboring regions","IoT-enabled monitoring system with SMS alerts and predictive maintenance","2x cheaper than regional competitors with 7 patents filed","Exclusive partnership with Tanzania industry associations and 3-year data advantage","$166/month SaaS subscription plus 4.8% transaction fee","$192 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 11 signed enterprise LOIs","$10,000 MRR","$4.1M ARR by Year 2","$87,000/month","21 months","approved"
"EduLabs Egypt","Improves healthcare efficiency by 40% for over 39,993 businesses in Egypt","technology","idea","17659478","USD","64% of produce in Egypt spoils before reaching market, costing suppliers $4.6B annually","urban hospitals in Cairo","$4.8B addressable market in Egypt and neighboring regions","IoT-enabled monitoring system with SMS alerts and predictive maintenance","5x cheaper than regional competitors with 1 patents filed","Exclusive partnership with Egypt industry associations and 1-year data advantage","$83/month SaaS subscription plus 3.9% transaction fee","$454 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 11 signed enterprise LOIs","$0 pre-revenue","$2.8M ARR by Year 5","$117,000/month","12 months","approved"
"PaySync Ethiopia","Improves healthcare efficiency by 57% for over 47,111 businesses in Ethiopia","healthcare","mvp","16397672","USD","Hospitals in Addis Ababa spend 67% more on logistics due to fragmented procurement systems, wasting $3.7B yearly","manufacturing firms in Addis Ababa","$19.2B addressable market in Ethiopia and neighboring regions","Blockchain-backed verification engine for secure cross-border transactions","5x cheaper than regional competitors with 3 patents filed","Exclusive partnership with Ethiopia industry associations and 1-year data advantage","$199/month SaaS subscription plus 1.2% transaction fee","$676 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 6 signed enterprise LOIs","$16,000 MRR","$14.7M ARR by Year 2","$19,000/month","11 months","approved"
"SmartGrid Kenya","Improves supply chain efficiency by 40% for over 40,896 businesses in Kenya","fintech","early-revenue","16649803","USD","69% of supply chain operations in Kenya remain manual, causing $7.7B in annual losses","SMEs in Nairobi","$14.7B addressable market in Kenya and neighboring regions","Blockchain-backed verification engine for secure cross-border transactions","5x cheaper than regional competitors with 7 patents filed","Exclusive partnership with Kenya industry associations and 3-year data advantage","$167/month SaaS subscription plus 4.0% transaction fee","$152 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 6 signed enterprise LOIs","$0 pre-revenue","$9.2M ARR by Year 5","$15,000/month","18 months","approved"
"SmartPro Global","Improves manufacturing efficiency by 45% for over 15,263 businesses in Global","education","scaling","17164644","USD","61% of manufacturing operations in Global remain manual, causing $5.6B in annual losses","retail distributors in global markets","$13.2B addressable market in Global and neighboring regions","Cloud-based workflow automation suite integrated with regional payment rails","4x cheaper than regional competitors with 5 patents filed","Exclusive partnership with Global industry associations and 4-year data advantage","$70/month SaaS subscription plus 4.9% transaction fee","$396 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 9 signed enterprise LOIs","$0 pre-revenue","$3.8M ARR by Year 4","$60,000/month","12 months","approved"
